requested_sheet,workbook_sheet,excel_row,table_name,column_name,lookup_code,lookup_value,sample_data,status,api_code
accused_lookup_kalandra_module,accused_lookup_kalandra_module,120,t_kalandra_accused_surety_prop_addr,lg_district_cd,mdm.m_district.district_cd,"district, district_cd","""lg_district_cd"":28502,",not_m_lookup_masters,
accused_lookup_fir_update_module,accused_lookup_fir_Updated_modu,13,t_fir_accused_info,reg_type_cd,,,"""reg_type_cd"":25,",blank_lookup,
accused_lookup_fir_update_module,accused_lookup_fir_Updated_modu,30,t_fir_accused_info,age_type_cd,,,"""age_type_cd"":3,",blank_lookup,
accused_lookup_fir_update_module,accused_lookup_fir_Updated_modu,53,t_fir_accused_info,acc_police_cd,??,??,"""acc_police_cd"":14271510911575,",unknown_lookup,
accused_lookup_fir_update_module,accused_lookup_fir_Updated_modu,66,t_fir_accused_info,physical_cond_cd,??,??,"""physical_cond_cd"":5,",unknown_lookup,
accused_lookup_fir_update_module,accused_lookup_fir_Updated_modu,74,t_fir_accused_info,criminal_gang_cd,??,??,"""criminal_gang_cd"":0,",unknown_lookup,
accused_lookup_fir_update_module,accused_lookup_fir_Updated_modu,78,t_fir_accused_info,surrenderd_estbl_cd,??,??,"""surrenderd_estbl_cd"":""EST123"",",unknown_lookup,
accused_lookup_fir_update_module,accused_lookup_fir_Updated_modu,87,t_fir_accused_info,arr_intimate_rel_cd,??,??,"""arr_intimate_rel_cd"":28,",unknown_lookup,
accused_lookup_fir_update_module,accused_lookup_fir_Updated_modu,90,t_fir_accused_info,arr_intimate_mode_cd,??,??,"""arr_intimate_mode_cd"":7,",unknown_lookup,
accused_lookup_fir_update_module,accused_lookup_fir_Updated_modu,140,t_accused_procl_offender,procl_offend_cd_srno,,,"""procl_offend_cd_srno"":null,",blank_lookup,
accused_lookup_fir_update_module,accused_lookup_fir_Updated_modu,141,t_accused_procl_offender,procl_offend_cd_dt,,,"""procl_offend_cd_dt"":null,",blank_lookup,
accused_lookup_fir_update_module,accused_lookup_fir_Updated_modu,142,t_accused_procl_offender,procl_court_estbl_cd,??,??,"""procl_court_estbl_cd"":""LDLH01"",",unknown_lookup,
accused_lookup_fir_update_module,accused_lookup_fir_Updated_modu,216,t_fir_accused_address,sub_district_cd,mdm.m_sub_district.sub_district_cd,sub_district,"""sub_district_cd"":356325920,",not_m_lookup_masters,
accused_lookup_fir_update_module,accused_lookup_fir_Updated_modu,217,t_fir_accused_address,village_cd,mdm.m_subdist_villages.village_cd,village_name,"""village_cd"":35603064980645200,",not_m_lookup_masters,
accused_lookup_fir_update_module,accused_lookup_fir_Updated_modu,233,t_fir_accused_address,lg_district_cd,mdm.m_district.lg_district_cd,lg_district_name,"""lg_district_cd"":98956,",not_m_lookup_masters,
accused_lookup_fir_update_module,accused_lookup_fir_Updated_modu,265,t_fir_accused_bank_dtls,bank_cd,,,"""bank_cd"":101,",blank_lookup,
accused_lookup_fir_update_module,accused_lookup_fir_Updated_modu,313,t_fir_accused_phy_feature,phy_feat_category_cd,,,"""phy_feat_category_cd"":20,",blank_lookup,
accused_lookup_fir_update_module,accused_lookup_fir_Updated_modu,314,t_fir_accused_phy_feature,phy_feature_maj_cd,,,"""phy_feature_maj_cd"":686,",blank_lookup,
accused_lookup_fir_update_module,accused_lookup_fir_Updated_modu,315,t_fir_accused_phy_feature,phy_feature_min_cd,,,"""phy_feature_min_cd"":546,",blank_lookup,
accused_lookup_fir_update_module,accused_lookup_fir_Updated_modu,336,t_fir_accused_id_marks,body_part_loc_cd,,,"""body_part_loc_cd"":321,",blank_lookup,
accused_lookup_fir_update_module,accused_lookup_fir_Updated_modu,337,t_fir_accused_id_marks,tattoo_type_cd,,,"""tattoo_type_cd"":3,",blank_lookup,
accused_lookup_fir_update_module,accused_lookup_fir_Updated_modu,356,t_fir_accused_dress,reg_type_cd,,,"""reg_type_cd"":2,",blank_lookup,
accused_lookup_fir_update_module,accused_lookup_fir_Updated_modu,359,t_fir_accused_dress,dress_for_cd,,,"""dress_for_cd"":8,",blank_lookup,
accused_lookup_fir_update_module,accused_lookup_fir_Updated_modu,360,t_fir_accused_dress,dress_type_cd,,,"""dress_type_cd"":443,",blank_lookup,
accused_lookup_fir_update_module,accused_lookup_fir_Updated_modu,362,t_fir_accused_dress,dress_subtype_cd,,,"""dress_subtype_cd"":688,",blank_lookup,
accused_lookup_disposal_module,accused_lookup_disposal_module,78,t_accused_disposal,kalandra_acc_pers_cd,??,??,"""kalandra_acc_pers_cd"":null,",unknown_lookup,
accused_lookup_disposal_module,accused_lookup_disposal_module,128,t_accused_disposal_acts,act_cd,mdm.m_act.act_cd,act_long,"""act_cd"":4375,",not_m_lookup_masters,
accused_lookup_disposal_module,accused_lookup_disposal_module,130,t_accused_disposal_acts,section_cd,mdm.m_section.section_code,"section,section_desc","""section_cd"":""77-131a"",",not_m_lookup_masters,
accused_lookup_disposal_module,accused_lookup_disposal_module,133,t_accused_disposal_acts,kalandra_acc_pers_cd,??,??,"""kalandra_acc_pers_cd"":null,",unknown_lookup,
accused_lookup_disposal_module,accused_lookup_disposal_module,154,t_accused_punishment,act_cd,mdm.m_act.act_cd,act_long,"""act_cd"":77,",not_m_lookup_masters,
accused_lookup_disposal_module,accused_lookup_disposal_module,156,t_accused_punishment,section_cd,mdm.m_section.section_code,"section,section_desc","""section_cd"":""77-131a"",",not_m_lookup_masters,
accused_lookup_disposal_module,accused_lookup_disposal_module,168,t_accused_punishment,kalandra_acc_pers_cd,??,??,"""kalandra_acc_pers_cd"":null,",unknown_lookup,
accused_lookup_disposal_module,accused_lookup_disposal_module,190,t_accused_jail_details,jail_cd,mdm.m_jail_stg.jail_cd,"jail_name, state_cd, district_cd","""jail_cd"":324,",not_m_lookup_masters,
accused_lookup_disposal_module,accused_lookup_disposal_module,220,t_accused_jail_release,jail_cd,mdm.m_jail_stg.jail_cd,"jail_name, state_cd, district_cd","""jail_cd"":null,",not_m_lookup_masters,
accused_lookup_disposal_module,accused_lookup_disposal_module,232,t_accused_jail_release,releas_village_cd,mdm.m_subdist_villages.village_cd,village_name,"""releas_village_cd"":142521873269868,",not_m_lookup_masters,
accused_lookup_disposal_module,accused_lookup_disposal_module,239,t_accused_jail_release,transf_to_jail_cd,mdm.m_jail_stg.jail_cd,"jail_name, state_cd, district_cd","""transf_to_jail_cd"":0,",not_m_lookup_masters,
accused_lookup_disposal_module,accused_lookup_disposal_module,251,t_accused_jail_release,releas_sub_district_cd,mdm.m_sub_district.sub_district_cd,sub_district,"""releas_sub_district_cd"":null,",not_m_lookup_masters,
accused_lookup_disposal_module,accused_lookup_disposal_module,252,t_accused_jail_release,releas_lg_district_cd,mdm.m_district.district_cd,"district, district_cd","""releas_lg_district_cd"":null",not_m_lookup_masters,
accused_lookup_court_module,accused_lookup_court_module,20,t_accused_remand,remand_io_cd,??,??,"""remand_io_cd"":4370,",unknown_lookup,
accused_lookup_court_module,accused_lookup_court_module,21,t_accused_remand,remand_court_cd,??,??,"""remand_court_cd"":""MLSO01"",",unknown_lookup,
accused_lookup_court_module,accused_lookup_court_module,22,t_accused_remand,remand_jail_cd,??,??,"""remand_jail_cd"":null,",unknown_lookup,
accused_lookup_court_module,accused_lookup_court_module,74,t_accused_fingerprints,finger_type_cd,,,"""finger_type_cd"":null,",blank_lookup,
accused_lookup_bail_module,accused_lookup_bail_module,21,t_accused_bail_details,bail_court_cd,??,??,"""bail_court_cd"":""ANPB01"",",unknown_lookup,
accused_lookup_bail_module,accused_lookup_bail_module,50,t_accused_bail_details,bail_cancel_estbl_cd,??,??,"""bail_cancel_estbl_cd"":null",unknown_lookup,
accused_lookup_bail_module,accused_lookup_bail_module,77,t_acc_bail_cancel_review,pp_status_cd,??,??,"""pp_status_cd"":null,",unknown_lookup,
accused_lookup_bail_module,accused_lookup_bail_module,83,t_acc_bail_cancel_review,pp_review_status_cd,??,??,"""pp_review_status_cd"":null,",unknown_lookup,
accused_lookup_bail_module,accused_lookup_bail_module,129,t_accused_bail_surety,surety_person_cd_migr,,,"""surety_person_cd_migr"":null,",blank_lookup,
accused_lookup_bail_module,accused_lookup_bail_module,165,t_accused_bail_surety_addr,address_cd_migr,,,"""address_cd_migr"":null,",blank_lookup,
accused_lookup_bail_module,accused_lookup_bail_module,166,t_accused_bail_surety_addr,surety_person_cd_migr,,,"""surety_person_cd_migr"":null,",blank_lookup,
accused_lookup_bail_module,accused_lookup_bail_module,171,t_accused_bail_surety_addr,sub_district_cd,mdm.m_sub_district.sub_district_cd,sub_district,"""sub_district_cd"":285025320,",not_m_lookup_masters,
accused_lookup_bail_module,accused_lookup_bail_module,172,t_accused_bail_surety_addr,village_cd,mdm.m_subdist_villages.village_cd,village_name,"""village_cd"":285025320594931,",not_m_lookup_masters,
accused_lookup_bail_module,accused_lookup_bail_module,188,t_accused_bail_surety_addr,lg_district_cd,mdm.m_district.district_cd,"district, district_cd","""lg_district_cd"":28502,",not_m_lookup_masters,
accused_lookup_bail_module,accused_lookup_bail_module,221,t_accused_bail_surety_nationality,surety_person_cd_migr,,,"""surety_person_cd_migr"":null,",blank_lookup,
accused_lookup_bail_module,accused_lookup_bail_module,263,t_acc_bail_surety_prop_addr,address_cd_migr,,,"""address_cd_migr"":null,",blank_lookup,
accused_lookup_bail_module,accused_lookup_bail_module,265,t_acc_bail_surety_prop_addr,surety_prop_addr_cd_migr,,,"""surety_prop_addr_cd_migr"":null,",blank_lookup,
accused_lookup_bail_module,accused_lookup_bail_module,266,t_acc_bail_surety_prop_addr,survey_land_addr_cd_migr,,,"""survey_land_addr_cd_migr"":null,",blank_lookup,
accused_lookup_bail_module,accused_lookup_bail_module,272,t_acc_bail_surety_prop_addr,sub_district_cd,mdm.m_sub_district.sub_district_cd,sub_district,"""sub_district_cd"":285025320,",not_m_lookup_masters,
accused_lookup_bail_module,accused_lookup_bail_module,273,t_acc_bail_surety_prop_addr,village_cd,mdm.m_subdist_villages.village_cd,village_name,"""village_cd"":285025320594931,",not_m_lookup_masters,
accused_lookup_bail_module,accused_lookup_bail_module,289,t_acc_bail_surety_prop_addr,lg_district_cd,mdm.m_district.district_cd,"district, district_cd","""lg_district_cd"":28502,",not_m_lookup_masters,
